order_id,customer_id,restaurant_id,delivery_partner_id,order_timestamp,subtotal_amount,discount_amount,delivery_fee,total_amount,is_cod,is_cancelled
ORD202502001153,CUST043227,REST14043,DP12484,2025-02-23 21:31:00,186.35,0.0,27.37,213.73,N,N
ORD202502023812,CUST044227,REST09174,,2025-02-23 21:32:00,0.0,0.0,0.0,0.0,N,Y
ORD202502009818,CUST111642,REST15894,DP06450,2025-02-23 21:32:00,557.24,76.66,42.13,522.72,N,N
ORD202502024540,CUST063530,REST18882,DP03471,2025-02-23 21:33:00,607.49,0.0,29.14,636.63,N,N
ORD202502022086,CUST157648,REST17181,DP10862,2025-02-23 21:33:00,438.09,30.46,23.55,431.19,N,N
ORD202502016042,CUST019669,REST16160,DP09510,2025-02-23 21:33:00,249.24,20.42,36.22,265.04,N,N
ORD202502021222,CUST127319,REST03577,DP01147,2025-02-23 21:34:00,252.42,23.36,20.6,249.66,N,N
ORD202502020489,CUST074607,REST00765,DP02170,2025-02-23 21:34:00,210.46,38.5,33.42,205.38,N,N
ORD202502021919,CUST018396,REST15828,DP02134,2025-02-23 21:34:00,431.85,0.0,35.58,467.43,N,N
ORD202502016686,CUST005640,REST18250,DP07713,2025-02-23 21:34:00,213.78,10.88,43.64,246.54,N,N
ORD202502003915,CUST100794,REST10813,DP12677,2025-02-23 21:34:00,318.31,0.0,39.5,357.82,N,N
ORD202502017665,CUST142605,REST00195,DP12591,2025-02-23 21:35:00,181.72,0.0,35.99,217.7,N,N
ORD202502005418,CUST153136,REST06023,DP11659,2025-02-23 21:36:00,136.64,0.0,24.25,160.9,N,N
ORD202502006973,CUST004527,REST12436,DP06381,2025-02-23 21:36:00,324.26,0.0,37.05,361.31,Y,N
ORD202502014281,CUST138767,REST16469,DP03848,2025-02-23 21:36:00,330.05,0.0,24.27,354.32,N,N
ORD202502019126,CUST046087,REST11586,DP10113,2025-02-23 21:36:00,464.92,60.73,37.99,442.18,Y,N
ORD202502017979,CUST176870,REST12355,DP02812,2025-02-23 21:37:00,467.95,0.0,22.45,490.4,N,N
ORD202502000628,CUST100593,REST06162,DP06357,2025-02-23 21:38:00,205.16,0.0,31.31,236.47,N,N
ORD202502023910,CUST065561,REST04524,DP10271,2025-02-23 21:39:00,533.45,0.0,24.14,557.59,N,N
ORD202502012608,CUST176732,REST18790,DP05027,2025-02-23 21:39:00,120.0,0.0,32.48,152.48,N,N
ORD202502024244,CUST166005,REST10729,DP03413,2025-02-23 21:39:00,0.0,0.0,0.0,0.0,N,Y
ORD202502008099,CUST076086,REST18089,DP01515,2025-02-23 21:40:00,266.91,43.38,21.79,245.33,Y,N
ORD202502014439,CUST062436,REST04337,DP08627,2025-02-23 21:41:00,204.09,0.0,24.1,228.19,N,N
ORD202502018411,CUST061235,REST05113,DP03860,2025-02-23 21:42:00,316.06,0.0,32.77,348.84,N,N
ORD202502016512,CUST122377,REST09772,DP09589,2025-02-23 21:42:00,470.09,104.06,35.09,401.12,N,N
ORD202502024329,CUST024514,REST03893,DP05542,2025-02-23 21:42:00,617.36,0.0,43.76,661.12,N,N
ORD202502020771,CUST075138,REST10898,DP02844,2025-02-23 21:43:00,408.33,64.7,36.87,380.5,N,N
ORD202502021683,CUST056910,REST02346,DP14272,2025-02-23 21:43:00,136.26,22.73,34.72,148.25,Y,N
ORD202502012604,CUST057129,REST00261,DP01396,2025-02-23 21:43:00,343.75,0.0,34.01,377.76,Y,N
ORD202502000514,CUST156440,REST07990,DP01399,2025-02-23 21:45:00,512.58,32.87,32.16,511.88,Y,N
ORD202502012225,CUST127409,REST18470,DP12755,2025-02-23 21:45:00,290.02,0.0,32.11,322.13,Y,N
ORD202502005846,CUST008756,REST15364,DP07831,2025-02-23 21:46:00,354.94,0.0,44.5,399.43,N,N
ORD202502013760,CUST192525,REST02842,DP04486,2025-02-23 21:46:00,376.67,37.61,28.27,367.33,N,N
ORD202502010891,CUST187721,REST09058,DP13582,2025-02-23 21:46:00,238.87,29.87,38.99,247.99,N,N
ORD202502011615,CUST022888,REST05291,DP02220,2025-02-23 21:47:00,0.0,0.0,0.0,0.0,N,Y
ORD202502006440,CUST075721,REST03555,DP11842,2025-02-23 21:47:00,568.06,0.0,36.55,604.61,N,N
ORD202502005129,CUST058723,REST10695,DP06219,2025-02-23 21:47:00,203.29,25.44,20.44,198.3,N,N
ORD202502017286,CUST023031,REST07648,DP10114,2025-02-23 21:48:00,229.14,0.0,25.3,254.44,N,N
ORD202502004986,CUST074411,REST02482,DP05914,2025-02-23 21:48:00,198.34,40.99,29.04,186.38,N,N
ORD202502011453,CUST026874,REST12165,DP06772,2025-02-23 21:48:00,317.19,0.0,31.68,348.87,Y,N
ORD202502021084,CUST025383,REST00296,DP04011,2025-02-23 21:49:00,386.61,31.61,42.54,397.55,N,N
ORD202502016404,CUST160947,REST01599,DP01318,2025-02-23 21:49:00,496.82,0.0,42.82,539.64,Y,N
ORD202502007017,CUST028906,REST18578,DP12876,2025-02-23 21:49:00,366.86,0.0,36.3,403.17,Y,N
ORD202502012577,CUST024153,REST05717,DP06423,2025-02-23 21:50:00,272.26,28.48,25.47,269.25,N,N
ORD202502002393,CUST117539,REST06052,DP11683,2025-02-23 21:50:00,264.86,49.12,41.14,256.88,N,N
ORD202502006549,CUST142982,REST11380,DP10346,2025-02-23 21:50:00,349.64,52.36,38.69,335.97,N,N
ORD202502010201,CUST131673,REST13609,DP09915,2025-02-23 21:50:00,314.61,0.0,28.88,343.49,N,N
ORD202502004392,CUST069799,REST04232,DP12705,2025-02-23 21:50:00,485.17,94.83,34.32,424.66,Y,N
ORD202502023014,CUST172200,REST05312,DP14225,2025-02-23 21:51:00,334.56,0.0,29.1,363.66,N,N
ORD202502000059,CUST150505,REST10521,DP11492,2025-02-23 21:52:00,262.43,18.54,25.45,269.35,Y,N
ORD202502009317,CUST171561,REST05179,DP14402,2025-02-23 21:52:00,183.13,0.0,26.91,210.04,N,N
ORD202502000934,CUST038946,REST15663,DP13222,2025-02-23 21:52:00,349.89,0.0,30.6,380.49,N,N
ORD202502020350,CUST070625,REST11992,DP13663,2025-02-23 21:52:00,316.47,50.18,43.46,309.75,N,N
ORD202502005149,CUST104942,REST10597,DP01757,2025-02-23 21:52:00,270.67,0.0,28.84,299.51,N,N
ORD202502007580,CUST002107,REST14106,DP14273,2025-02-23 21:53:00,406.29,80.2,20.32,346.41,N,N
ORD202502024166,CUST085493,REST09143,DP06875,2025-02-23 21:53:00,228.42,23.29,29.41,234.53,N,N
ORD202502018348,CUST111925,REST08691,DP05163,2025-02-23 21:54:00,275.28,0.0,38.75,314.02,N,N
ORD202502017458,CUST079394,REST01733,DP01487,2025-02-23 21:54:00,332.42,0.0,41.77,374.19,N,N
ORD202502000310,CUST192544,REST12001,DP05423,2025-02-23 21:54:00,302.04,0.0,39.61,341.64,N,N
ORD202502012849,CUST146916,REST01039,DP07916,2025-02-23 21:54:00,344.08,0.0,36.95,381.03,Y,N
ORD202502003129,CUST191201,REST05886,DP14739,2025-02-23 21:54:00,352.46,0.0,21.33,373.79,N,N
ORD202502008241,CUST015464,REST07484,DP08854,2025-02-23 21:55:00,303.84,23.73,37.63,317.73,Y,N
ORD202502017249,CUST029817,REST08860,DP14898,2025-02-23 21:55:00,320.39,0.0,44.8,365.19,N,N
ORD202502024773,CUST115815,REST01353,DP04200,2025-02-23 21:57:00,339.48,79.86,20.18,279.81,N,N
ORD202502007083,CUST151931,REST06237,DP01220,2025-02-23 21:57:00,263.31,0.0,26.56,289.87,N,N
ORD202502003365,CUST168158,REST12357,DP11723,2025-02-23 21:57:00,170.01,39.29,41.72,172.43,N,N
ORD202502004896,CUST112167,REST16074,DP14505,2025-02-23 21:57:00,0.0,0.0,0.0,0.0,N,Y
ORD202502019036,CUST171379,REST01587,,2025-02-23 21:58:00,0.0,0.0,0.0,0.0,N,Y
ORD202502009069,CUST141886,REST12425,DP01809,2025-02-23 21:58:00,245.39,36.95,34.26,242.7,N,N
ORD202502012390,CUST061435,REST17410,DP05398,2025-02-23 21:58:00,478.12,68.41,25.03,434.73,Y,N
ORD202502016638,CUST012320,REST15428,DP13947,2025-02-23 21:59:00,392.87,35.16,37.3,395.0,Y,N
ORD202502002581,CUST079034,REST19229,DP02409,2025-02-23 21:59:00,180.9,0.0,23.87,204.76,Y,N
ORD202502019670,CUST105874,REST04504,DP07767,2025-02-23 21:59:00,212.35,0.0,42.21,254.56,N,N
ORD202502012618,CUST006486,REST02500,DP10808,2025-02-23 22:00:00,409.28,61.01,35.85,384.12,N,N
ORD202502006664,CUST193406,REST06046,DP08409,2025-02-23 22:00:00,335.91,60.71,23.38,298.58,Y,N
ORD202502011388,CUST040059,REST19692,DP07328,2025-02-23 22:01:00,279.85,0.0,38.63,318.47,Y,N
ORD202502003277,CUST112371,REST08484,DP03168,2025-02-23 22:02:00,233.72,0.0,23.01,256.73,N,N
ORD202502013458,CUST006630,REST10712,DP08585,2025-02-23 22:03:00,482.69,0.0,30.53,513.23,N,N
ORD202502024066,CUST070567,REST07262,DP06381,2025-02-23 22:03:00,348.54,48.22,41.28,341.6,Y,N
ORD202502021573,CUST067293,REST15985,DP05004,2025-02-23 22:04:00,297.5,0.0,34.17,331.67,N,N
ORD202502003095,CUST037268,REST17858,DP14724,2025-02-23 22:05:00,352.89,86.5,38.45,304.84,Y,N
ORD202502001109,CUST000847,REST15694,DP06419,2025-02-23 22:06:00,144.36,15.58,43.88,172.66,Y,N
ORD202502009268,CUST133333,REST18811,DP11402,2025-02-23 22:06:00,156.02,28.14,26.93,154.82,N,N
ORD202502005063,CUST019297,REST16870,DP08184,2025-02-23 22:06:00,253.4,0.0,31.95,285.35,N,N
ORD202502022184,CUST002614,REST09057,DP11769,2025-02-23 22:07:00,386.6,88.14,38.27,336.73,N,N
ORD202502017235,CUST184906,REST03656,DP09678,2025-02-23 22:07:00,331.41,35.48,28.4,324.33,N,N
ORD202502010165,CUST179001,REST05393,DP04271,2025-02-23 22:07:00,382.46,66.3,34.55,350.71,N,N
ORD202502018732,CUST087512,REST12087,DP08778,2025-02-23 22:08:00,408.88,36.85,29.92,401.95,Y,N
ORD202502013008,CUST019976,REST11865,DP07084,2025-02-23 22:08:00,413.36,102.89,24.03,334.5,N,N
ORD202502009108,CUST079155,REST09495,DP08980,2025-02-23 22:09:00,461.66,0.0,31.21,492.87,Y,N
ORD202502008370,CUST112030,REST11903,DP04241,2025-02-23 22:10:00,316.34,42.01,29.47,303.8,N,N
ORD202502013017,CUST144358,REST17846,DP01114,2025-02-23 22:10:00,216.91,32.98,42.93,226.86,Y,N
ORD202502024740,CUST118848,REST11508,DP02926,2025-02-23 22:10:00,258.29,0.0,32.34,290.64,N,N
ORD202502010917,CUST102529,REST04129,DP12554,2025-02-23 22:10:00,267.81,39.5,38.58,266.89,Y,N
ORD202502022967,CUST133214,REST04633,DP14798,2025-02-23 22:10:00,171.57,0.0,28.78,200.35,Y,N
ORD202502011675,CUST129156,REST18595,DP10678,2025-02-23 22:10:00,330.13,0.0,40.81,370.94,Y,N
ORD202502000130,CUST083524,REST00896,DP08881,2025-02-23 22:11:00,422.24,0.0,27.67,449.91,N,N
ORD202502005749,CUST070175,REST06930,DP00445,2025-02-23 22:11:00,624.72,37.75,23.36,610.33,N,N
ORD202502012653,CUST149981,REST03857,DP12723,2025-02-23 22:13:00,215.85,0.0,39.66,255.51,Y,N
ORD202502012071,CUST108815,REST15062,DP14158,2025-02-23 22:13:00,185.55,0.0,33.32,218.87,Y,N
ORD202502022071,CUST149222,REST06551,DP14441,2025-02-23 22:13:00,180.26,37.86,39.39,181.79,N,N
ORD202502022251,CUST077992,REST09341,DP03584,2025-02-23 22:13:00,404.95,87.19,20.31,338.07,N,N
ORD202502016776,CUST191935,REST01990,DP13612,2025-02-23 22:14:00,502.53,0.0,23.77,526.3,Y,N
ORD202502004609,CUST146849,REST12447,DP12279,2025-02-23 22:14:00,395.71,0.0,26.02,421.73,N,N
ORD202502002829,CUST119454,REST16437,DP00748,2025-02-23 22:15:00,383.77,0.0,39.15,422.92,Y,N
ORD202502008630,CUST062274,REST07263,DP04505,2025-02-23 22:15:00,519.44,46.07,34.65,508.03,Y,N
ORD202502015132,CUST163184,REST14800,DP07520,2025-02-23 22:15:00,283.49,0.0,40.85,324.34,N,N
ORD202502024169,CUST172050,REST17214,DP03238,2025-02-23 22:16:00,0.0,0.0,0.0,0.0,N,Y
ORD202502024059,CUST112865,REST00206,DP14230,2025-02-23 22:17:00,357.34,75.9,21.13,302.57,Y,N
ORD202502016871,CUST121091,REST01644,DP09757,2025-02-23 22:17:00,164.04,0.0,43.55,207.59,Y,N
ORD202502015944,CUST035615,REST11638,DP06927,2025-02-23 22:17:00,282.32,63.08,36.23,255.47,Y,N
ORD202502023668,CUST038415,REST18028,DP09302,2025-02-23 22:17:00,366.15,0.0,22.84,388.99,N,N
ORD202502022175,CUST118569,REST13436,DP08440,2025-02-23 22:17:00,353.45,78.62,36.3,311.13,Y,N
ORD202502024341,CUST150644,REST14693,DP13603,2025-02-23 22:18:00,269.11,0.0,32.06,301.16,Y,N
ORD202502000241,CUST173951,REST19938,DP01038,2025-02-23 22:18:00,464.2,0.0,20.79,484.99,N,N
ORD202502007179,CUST136116,REST09521,DP07201,2025-02-23 22:19:00,268.14,30.61,27.34,264.87,N,N
ORD202502004649,CUST091896,REST09097,DP14054,2025-02-23 22:19:00,338.53,0.0,29.38,367.91,N,N
ORD202502011308,CUST061309,REST19408,,2025-02-23 22:20:00,0.0,0.0,0.0,0.0,Y,Y
ORD202502021750,CUST164925,REST17242,DP00616,2025-02-23 22:20:00,288.95,45.34,36.41,280.01,N,N
ORD202502012932,CUST163740,REST10840,DP12074,2025-02-23 22:21:00,279.01,0.0,43.86,322.87,Y,N
ORD202502019630,CUST085177,REST14500,DP03972,2025-02-23 22:21:00,482.38,61.73,40.28,460.94,N,N
ORD202502007902,CUST140356,REST12955,DP09679,2025-02-23 22:23:00,205.03,0.0,27.5,232.53,Y,N
ORD202502019009,CUST140196,REST07648,DP12171,2025-02-23 22:23:00,411.52,101.41,38.44,348.55,N,N
ORD202502002305,CUST149447,REST07318,,2025-02-23 22:23:00,0.0,0.0,0.0,0.0,N,Y
ORD202502012408,CUST040728,REST03832,DP12182,2025-02-23 22:24:00,274.36,0.0,35.8,310.16,Y,N
ORD202502008405,CUST092602,REST16471,DP11734,2025-02-23 22:24:00,693.6,143.22,24.62,575.0,N,N
ORD202502005180,CUST000739,REST19318,DP01768,2025-02-23 22:25:00,388.26,51.1,31.73,368.88,N,N
ORD202502008993,CUST146953,REST00941,DP00290,2025-02-23 22:25:00,285.15,19.74,27.71,293.12,N,N
ORD202502021747,CUST066572,REST05748,DP10875,2025-02-23 22:25:00,383.93,24.94,20.31,379.31,N,N
ORD202502005514,CUST078678,REST16078,DP11481,2025-02-23 22:25:00,255.79,15.55,41.58,281.82,N,N
ORD202502006569,CUST187656,REST16170,DP00370,2025-02-23 22:26:00,183.52,0.0,33.85,217.37,N,N
ORD202502018610,CUST039926,REST13770,DP12331,2025-02-23 22:28:00,137.5,0.0,33.4,170.9,Y,N
ORD202502003173,CUST193540,REST14677,DP13262,2025-02-23 22:28:00,218.04,0.0,24.5,242.54,N,N
ORD202502023485,CUST155777,REST14103,DP07942,2025-02-23 22:29:00,342.35,43.35,29.69,328.69,N,N
ORD202502007757,CUST154561,REST04144,DP12031,2025-02-23 22:29:00,351.36,0.0,23.05,374.42,N,N
ORD202502018533,CUST197258,REST15722,DP02007,2025-02-23 22:29:00,307.02,40.94,30.91,296.99,Y,N
ORD202502024717,CUST134498,REST18696,DP06784,2025-02-23 22:30:00,464.67,0.0,31.1,495.76,N,N
ORD202502023184,CUST041722,REST09514,DP14788,2025-02-23 22:31:00,241.91,19.3,34.6,257.21,N,N
ORD202502001999,CUST182545,REST12162,DP12045,2025-02-23 22:31:00,333.02,42.83,40.9,331.1,N,N
ORD202502010929,CUST069041,REST09700,DP05665,2025-02-23 22:31:00,248.94,0.0,40.58,289.52,N,N
ORD202502000062,CUST149081,REST18393,DP08954,2025-02-23 22:31:00,314.9,0.0,25.42,340.32,N,N
ORD202502023216,CUST138232,REST05236,DP09149,2025-02-23 22:32:00,686.79,46.33,24.92,665.38,N,N
ORD202502010475,CUST110761,REST11400,DP08793,2025-02-23 22:33:00,209.49,0.0,43.99,253.48,N,N
ORD202502004835,CUST018903,REST04741,DP08012,2025-02-23 22:33:00,268.71,48.51,23.46,243.67,Y,N
ORD202502004699,CUST146933,REST11352,DP09676,2025-02-23 22:34:00,329.14,0.0,27.37,356.51,N,N
ORD202502020579,CUST159053,REST05240,DP14220,2025-02-23 22:34:00,352.1,0.0,37.65,389.75,N,N
ORD202502022059,CUST152642,REST05119,DP04550,2025-02-23 22:34:00,158.23,0.0,21.22,179.45,N,N
ORD202502017303,CUST041362,REST02395,DP07633,2025-02-23 22:35:00,428.7,0.0,33.47,462.18,N,N
ORD202502002553,CUST081038,REST14144,DP05081,2025-02-23 22:35:00,467.47,95.92,41.36,412.91,Y,N
ORD202502013436,CUST048256,REST06800,DP06124,2025-02-23 22:36:00,337.11,80.41,44.17,300.87,Y,N
ORD202502017939,CUST017396,REST11006,DP14681,2025-02-23 22:36:00,382.45,39.52,25.54,368.47,Y,N
ORD202502015990,CUST061722,REST07350,DP06751,2025-02-23 22:38:00,410.41,0.0,34.59,445.0,N,N
ORD202502002698,CUST048179,REST05147,DP04802,2025-02-23 22:38:00,436.58,0.0,41.25,477.83,Y,N
ORD202502023558,CUST131613,REST04159,DP08875,2025-02-23 22:38:00,339.39,0.0,22.56,361.94,N,N
ORD202502015020,CUST113934,REST04048,DP06576,2025-02-23 22:38:00,419.12,0.0,39.6,458.72,N,N
ORD202502023345,CUST154250,REST07482,DP07326,2025-02-23 22:40:00,410.31,0.0,36.61,446.92,N,N
ORD202502010452,CUST035110,REST04929,DP08942,2025-02-23 22:40:00,249.66,0.0,23.09,272.75,N,N
ORD202502017223,CUST035958,REST03593,DP03344,2025-02-23 22:40:00,283.62,0.0,24.39,308.0,N,N
ORD202502015878,CUST177541,REST13617,,2025-02-23 22:41:00,0.0,0.0,0.0,0.0,N,Y
ORD202502014638,CUST112849,REST05701,DP01389,2025-02-23 22:41:00,416.56,63.25,28.41,381.72,Y,N
ORD202502023960,CUST055239,REST13679,DP02047,2025-02-23 22:43:00,360.96,0.0,32.54,393.5,N,N
ORD202502011383,CUST108335,REST14225,DP10804,2025-02-23 22:44:00,159.48,0.0,35.21,194.69,N,N
ORD202502002107,CUST000911,REST07687,DP13145,2025-02-23 22:45:00,430.85,52.92,22.31,400.25,Y,N
ORD202502020831,CUST133607,REST19628,DP14156,2025-02-23 22:45:00,479.5,0.0,40.17,519.67,N,N
ORD202502000103,CUST089084,REST00430,DP05547,2025-02-23 22:46:00,511.72,0.0,24.82,536.54,N,N
ORD202502004828,CUST178662,REST01545,DP00108,2025-02-23 22:46:00,360.4,0.0,20.68,381.08,N,N
ORD202502015694,CUST079322,REST12875,DP03956,2025-02-23 22:46:00,795.36,0.0,25.79,821.15,N,N
ORD202502008840,CUST137148,REST13873,DP02233,2025-02-23 22:49:00,240.97,28.28,24.1,236.79,Y,N
ORD202502005344,CUST076253,REST13276,DP13577,2025-02-23 22:49:00,446.8,0.0,24.16,470.96,N,N
ORD202502012835,CUST118426,REST09738,DP01374,2025-02-23 22:49:00,362.12,80.54,32.71,314.29,N,N
ORD202502007542,CUST074370,REST11052,DP11779,2025-02-23 22:50:00,226.77,0.0,33.44,260.2,Y,N
ORD202502005890,CUST103661,REST00614,DP02773,2025-02-23 22:51:00,300.85,48.19,32.85,285.51,N,N
ORD202502020651,CUST133258,REST14788,DP12003,2025-02-23 22:51:00,376.76,92.42,25.77,310.11,N,N
ORD202502014802,CUST164869,REST13279,DP00336,2025-02-23 22:51:00,246.71,0.0,30.82,277.53,Y,N
ORD202502002554,CUST111127,REST10222,DP04590,2025-02-23 22:51:00,0.0,0.0,0.0,0.0,Y,Y
ORD202502006869,CUST058422,REST17356,DP01016,2025-02-23 22:52:00,313.84,30.94,24.08,306.99,N,N
ORD202502010674,CUST061020,REST11929,DP08889,2025-02-23 22:52:00,308.49,35.7,25.11,297.9,N,N
ORD202502001287,CUST158671,REST09813,DP10584,2025-02-23 22:53:00,244.61,0.0,23.94,268.55,Y,N
ORD202502000696,CUST048867,REST02354,DP13804,2025-02-23 22:53:00,523.08,116.42,20.58,427.23,N,N
ORD202502005625,CUST122473,REST17849,DP06016,2025-02-23 22:54:00,285.06,57.05,37.91,265.93,N,N
ORD202502006858,CUST100556,REST00019,DP08983,2025-02-23 22:54:00,548.47,0.0,20.69,569.16,N,N
ORD202502008282,CUST113198,REST05260,DP08532,2025-02-23 22:55:00,253.58,49.83,38.09,241.84,N,N
ORD202502010098,CUST011517,REST05919,DP14601,2025-02-23 22:55:00,455.67,73.72,38.56,420.51,N,N
ORD202502004095,CUST100853,REST19171,DP00122,2025-02-23 22:55:00,264.23,15.67,30.46,279.01,N,N
ORD202502016605,CUST066791,REST16063,DP12300,2025-02-23 22:57:00,246.33,51.12,36.53,231.74,N,N
ORD202502002971,CUST060268,REST07385,DP03913,2025-02-23 22:57:00,228.59,16.81,43.2,254.98,N,N
ORD202502007751,CUST128893,REST13419,DP09140,2025-02-23 22:58:00,237.44,0.0,20.73,258.17,Y,N
ORD202502016488,CUST038454,REST04980,DP12309,2025-02-23 22:58:00,336.55,60.46,23.53,299.62,N,N
ORD202502019822,CUST131136,REST00070,DP08900,2025-02-23 22:59:00,228.05,0.0,34.04,262.09,N,N
ORD202502002671,CUST007831,REST03884,DP11226,2025-02-23 22:59:00,248.36,56.54,32.21,224.04,Y,N
ORD202502023057,CUST054813,REST12557,DP11104,2025-02-23 22:59:00,501.95,0.0,28.28,530.23,Y,N
ORD202502013226,CUST117971,REST12000,DP08285,2025-02-24 12:00:00,341.36,62.64,37.0,315.72,N,N
ORD202502021929,CUST190015,REST11334,DP07262,2025-02-24 12:00:00,470.17,0.0,28.41,498.59,Y,N
ORD202502020754,CUST174668,REST09811,DP09803,2025-02-24 12:01:00,454.6,0.0,39.76,494.35,Y,N
ORD202502018711,CUST085896,REST19515,DP14099,2025-02-24 12:02:00,391.62,0.0,27.38,419.0,Y,N
ORD202502010121,CUST045900,REST11882,DP07933,2025-02-24 12:04:00,445.3,0.0,27.82,473.11,N,N
ORD202502006415,CUST033999,REST19784,DP02027,2025-02-24 12:05:00,261.93,0.0,35.81,297.74,N,N
ORD202502005052,CUST140772,REST17187,DP02342,2025-02-24 12:05:00,332.37,0.0,20.85,353.22,N,N
ORD202502008390,CUST120022,REST17497,DP08592,2025-02-24 12:06:00,371.89,21.94,33.48,383.43,N,N
ORD202502013232,CUST185190,REST04813,DP00494,2025-02-24 12:07:00,0.0,0.0,0.0,0.0,N,Y
ORD202502012314,CUST135075,REST09389,DP04239,2025-02-24 12:08:00,341.79,0.0,25.2,366.99,N,N
ORD202502003406,CUST072088,REST07386,,2025-02-24 12:08:00,0.0,0.0,0.0,0.0,N,Y
ORD202502023221,CUST166903,REST08382,DP01315,2025-02-24 12:09:00,163.0,15.97,26.86,173.89,N,N
ORD202502003665,CUST003660,REST15929,DP01005,2025-02-24 12:09:00,411.89,0.0,39.04,450.93,Y,N
ORD202502001079,CUST119676,REST17300,DP03098,2025-02-24 12:11:00,125.93,0.0,25.85,151.78,N,N
ORD202502004577,CUST019816,REST04941,DP03203,2025-02-24 12:11:00,479.18,0.0,41.71,520.89,Y,N
ORD202502008261,CUST199978,REST19848,DP14688,2025-02-24 12:12:00,0.0,0.0,0.0,0.0,N,Y
ORD202502001774,CUST068007,REST07432,DP13309,2025-02-24 12:13:00,322.08,0.0,35.89,357.97,N,N
ORD202502013361,CUST136934,REST04207,DP14225,2025-02-24 12:15:00,452.04,108.83,25.47,368.68,N,N
ORD202502006601,CUST051821,REST11501,DP03323,2025-02-24 12:15:00,285.81,20.68,41.92,307.05,Y,N
ORD202502024131,CUST178878,REST00315,DP08128,2025-02-24 12:16:00,229.55,33.55,43.57,239.57,N,N
ORD202502024502,CUST071424,REST13045,DP05424,2025-02-24 12:17:00,290.03,0.0,40.4,330.43,N,N
ORD202502000613,CUST113582,REST04457,DP06450,2025-02-24 12:18:00,294.44,0.0,33.17,327.6,Y,N
ORD202502003681,CUST121752,REST13656,DP09823,2025-02-24 12:19:00,491.15,80.62,24.89,435.43,N,N
ORD202502007024,CUST180339,REST14196,,2025-02-24 12:20:00,0.0,0.0,0.0,0.0,N,Y
ORD202502009391,CUST072729,REST16725,DP10278,2025-02-24 12:20:00,448.35,0.0,20.54,468.89,N,N
ORD202502001678,CUST088357,REST04357,DP11261,2025-02-24 12:21:00,443.88,0.0,41.44,485.32,N,N
ORD202502016687,CUST021752,REST09461,DP02640,2025-02-24 12:22:00,258.76,50.5,42.07,250.33,Y,N
ORD202502018106,CUST152498,REST03471,DP07805,2025-02-24 12:23:00,318.94,0.0,21.17,340.11,Y,N
ORD202502011662,CUST089133,REST15032,DP10632,2025-02-24 12:24:00,242.2,20.84,44.58,265.94,N,N
ORD202502013638,CUST086862,REST09034,DP00356,2025-02-24 12:24:00,210.96,0.0,23.45,234.41,N,N
ORD202502008266,CUST151842,REST19639,DP07910,2025-02-24 12:25:00,0.0,0.0,0.0,0.0,N,Y
ORD202502011724,CUST161996,REST03844,DP02958,2025-02-24 12:25:00,327.61,0.0,38.8,366.42,N,N
ORD202502007092,CUST130820,REST04154,DP02650,2025-02-24 12:26:00,261.73,19.26,43.6,286.07,Y,N
ORD202502008631,CUST060812,REST13812,DP01816,2025-02-24 12:26:00,185.47,0.0,37.32,222.79,N,N
ORD202502019916,CUST148418,REST16940,DP06392,2025-02-24 12:26:00,474.12,0.0,40.98,515.1,N,N
ORD202502005124,CUST178337,REST05500,DP06552,2025-02-24 12:26:00,228.67,42.68,31.3,217.28,N,N
ORD202502003223,CUST153039,REST04623,DP07387,2025-02-24 12:27:00,322.24,49.08,25.55,298.71,N,N
ORD202502018625,CUST126245,REST18132,DP01713,2025-02-24 12:27:00,315.54,0.0,27.38,342.92,N,N
ORD202502004568,CUST125683,REST08329,DP04978,2025-02-24 12:28:00,404.35,0.0,44.46,448.82,N,N
ORD202502007075,CUST011214,REST15873,DP11975,2025-02-24 12:29:00,241.57,0.0,40.95,282.52,N,N
ORD202502002679,CUST064352,REST11847,DP09903,2025-02-24 12:29:00,205.0,24.53,42.35,222.81,N,N
ORD202502024039,CUST015465,REST16132,DP13606,2025-02-24 12:30:00,294.14,0.0,27.67,321.81,N,N
ORD202502017651,CUST112390,REST03297,DP12610,2025-02-24 12:31:00,274.69,18.23,31.84,288.3,Y,N
ORD202502023580,CUST070897,REST15267,DP14410,2025-02-24 12:31:00,274.38,47.94,27.43,253.87,N,N
ORD202502015385,CUST060041,REST15506,DP13952,2025-02-24 12:32:00,480.83,0.0,41.41,522.24,N,N
ORD202502014957,CUST051476,REST10760,DP02736,2025-02-24 12:32:00,324.96,39.6,35.55,320.91,N,N
ORD202502005791,CUST062532,REST01911,DP06937,2025-02-24 12:32:00,274.95,0.0,43.16,318.1,Y,N
ORD202502004371,CUST149696,REST11861,DP05185,2025-02-24 12:33:00,204.34,32.51,23.47,195.3,N,N
ORD202502000733,CUST149767,REST12771,DP07805,2025-02-24 12:33:00,207.63,0.0,26.46,234.09,N,N
ORD202502014915,CUST185030,REST18603,DP01836,2025-02-24 12:34:00,338.56,0.0,28.78,367.34,N,N
ORD202502004976,CUST169909,REST05622,DP13112,2025-02-24 12:34:00,352.8,68.23,42.04,326.61,N,N
ORD202502012819,CUST140498,REST06455,DP08393,2025-02-24 12:37:00,280.2,0.0,38.64,318.84,N,N
